Index,City,lon,lat
619,Arenberg Porte du Hainaut,"3,4261075","50,384694"
620,G�rardmer La Mauselaine,"6,8929623","48,591632"
621,Oyonnax,"5,655335","46,257773"
622,Chamrousse,"5,878681","45,125328"
623,Risoul,"6,636775","44,648326"
624,Saint-Lary Pla d�Adet,"0,294932","42,813246"
625,Hautacam,"-0,0074672","42,9721489"
626,Calvi,"8,757222","42,567651"
627,Ax 3 Domaines,"1,8125228","42,6995437"
628,Saint-Amand-Montrond,"2,505604","46,7254859"
629,Mont Ventoux,"5,2786797","44,1740851"
630,Chorges,"6,275548","44,545716"
631,Semnoz,"6,104722","45,797222"
632,Porrentruy,"7,0765657","47,416647"
633,Bellegarde-sur-Valserine,"5,826179","46,107599"
634,La Toussuire-Les Sybelles,"6,267587","45,241021"
635,Annonay-Dav�zieux,"4,702261","45,256666"
636,Chartres,"1,489012","48,443854"
637,Mont des Alouettes,"1,010278","46,894722"
638,Redon,"-2,083938","47,650742"
639,Cap Fr�hel,"-2,3179711","48,6835323"
640,Ch�teauroux,"1,686779","46,811434"
641,Super Besse,"2,8615179","45,5080219"
642,Carmaux,"2,16075","44,500339"
643,Lavaur,"1,820699","43,699185"
644,Col du Galibier-Serre Chevalier,"6,4051657","45,358657"
645,Gueugnon,"4,064993","46,601313"
646,Bourg-l�s-Valence,"4,894633","44,947037"
647,Col du Tourmalet,"0,1862736","42,9148946"
648,Pauillac,"-0,746212","45,199585"
649,Brignoles,"6,061187","43,40655"
650,Issoudun,"1,988654","46,947535"
651,Saint-Fargeau,"3,070853","47,641578"
652,Verbier,"7,2285512","46,960814"
653,Aubenas,"4,389863","44,620909"
654,Super-Besse Sancy,"2,8615179","45,5080219"
655,Prato Nevoso,"7,7803918","44,2541036"
656,Jausiers,"6,733329","44,419576"
657,Canterbury,"-93,4839865","44,7912253"
658,Joigny,"3,398961","47,981432"
659,Autun,"4,301565","46,950914"
660,Tignes,"6,9055785","45,4683226"
661,Plateau-de-Beille,"1,702387","42,709683"
662,Loudenvielle,"0,412744","42,795702"
663,Gourette�Col d'Aubisque,"-0,3396728","42,9765697"
664,Val d'Aran/Pla-de-Beret,"0,9645043","42,7291976"
665,La Toussuire,"6,3013671","45,2432666"
666,Noirmoutier-en-l'�le,"-2,247107","47,1143"
667,Saint-Lary-Soulan Pla d'Adet,"0,294932","42,813246"
668,Gu�ret,"1,871452","46,169599"
669,La Mongie,"0,182806","42,910254"
670,Meaux,"2,8884657","48,9562018"
671,Sedan,"4,93863","49,70349"
672,Saint-Dizier,"4,947418","48,637692"
673,Cap D�couverte,"2,1429348","44,20028"
674,Saint-Maixent-l'�cole,"-0,20341","46,413165"
675,Saarbr�cken,"6,9969327","49,2401572"
676,Ch�teau-Thierry,"3,40262","49,459869"
677,Bar-le-Duc,"5,158238","48,773605"
678,Plateau de Bonascre,"1,8147457","42,70197"
679,Sarran,"-87,6167125","41,8466443"
680,Villeneuve-sur-Lot,"0,7072568","44,4082053"
681,Maubeuge,"3,9674","50,280228"
682,Thionville,"6,168426","49,357571"
683,Piau-Engaly,"0,1588887","42,7836595"
684,Cork,"-77,0316599","38,9143102"
685,Corr�ze,"2,0195909","45,4320081"
686,Le Cap d'Agde,"3,5053993","43,2807386"
687,Neuch�tel,"6,9292732","46,9899874"
688,Les Arcs,"6,8296421","45,5722296"
689,Lannion,"-3,459144","48,732084"
690,L'Alpe d'Huez,"6,0647688","45,909056"
691,Guzet-Neige,"1,300805","42,779369"
692,Armenti�res,"2,884218","50,691652"
693,Eurotunnel,"1,4828889","51,212494"
694," Brighton","-93,214116","36,644055"
695,Tr�lissac,"0,77911","45,196131"
696,Val Thorens,"6,5820983","45,2979478"
697,Avoriaz,"6,775103","46,18823"
698,Lac Saint-Point,"6,3256034","46,8278216"
699,Isola 2000,"7,1643186","44,1859807"
700,Pal,"-94,260283","37,1987945"
701,Montlh�ry,"2,271502","48,638324"
702,Koblenz,"7,5889959","50,3569429"
703,Chassieu,"4,9719179","45,743527"
704,Saint-Herblain,"-1,651444","47,210335"
705,Val-Louron,"0,3893675","42,79097"
706,Ales,"-95,712891","37,9024"
707,L'Isle-d'Abeau,"5,2301149","45,623157"
708,Machecoul,"-1,817202","46,992283"
709,Ancenis,"-1,177491","47,365464"
710,�pinay-sous-S�nart,"2,515825","48,693052"
711,Renaz�,"-1,055709","47,7932599"
712,Chaumeil,"1,880782","45,456016"
713,Sceaux,"2,295092","48,778016"
714,Saint-Quentin-en-Yvelines,"2,0249544","48,7700557"
715,Pont-Audemer,"0,5142989","49,354883"
716,Lans-en-Vercors,"5,5882699","45,1279759"
717,Aubisque,"-0,3396728","42,9765697"
718,Noisy-le-Sec,"2,458625","48,892489"
719,La Ruch�re,"5,803222","45,411218"
720,Villefranche-sur-Sa�ne,"4,718821","45,991471"
721,Fontaine-au-Pire,"3,375606","50,13042"
722,�le d'Ol�ron,"-1,2733651","45,953973"
723,M�hlin,"7,8442531","47,5591304"
724,Mouscron,"3,2192907","50,7459126"
725,Aulnay-sous-Bois,"2,4970711","48,9412151"
726,Pla d'Adet,"0,295904","42,813111"
727,Circuit Zolder,"5,257984","50,9904979"
728,Hasselt,"5,33248","50,93069"
729,Le Pleynet,"6,0554569","45,2715474"
730,Laplume,"0,532322","44,110689"
731,Prapoutel,"5,99299","45,255966"
732,Ballon d'Alsace,"6,8463325","47,8226946"
733,Saint-Germain-en-Laye,"2,093761","48,898908"
734,Senlis,"2,583212","49,205164"
735,Seignosse le Penon,"-1,424299","43,707972"
736,Bornem,"4,2404586","51,996057"
737,Pyr�n�es 2000,"2,061496","42,520843"
738,Super-Lioran,"2,7488015","45,819145"
739,Ch�tel,"6,841152","46,267395"
740,Saint-Pol-de-L�on,"-3,986533","48,685113"
741,Orange,"-95,3017334","36,2797852"
742,M�ribel,"6,566576","45,396839"
743,Les Orres,"6,551044","44,514098"
744,Argel�s-sur-Mer,"3,022911","42,546214"
745,Le Revard,"5,9778399","45,666493"
746,Ballon d�Alsace,"6,8463325","47,8226946"
747,Marche-en-Famenne,"5,3441606","50,2282896"
748,Le Touquet,"1,590675","50,521276"
749,Felsberg,"9,4191818","51,1363534"
750,Belfort/Ballon d�Alsace,"6,8463325","47,8226946"
751,Mers-les-Bains,"1,389287","50,66072"
752,Mont-Ventoux,"5,2786797","44,1740851"
753,Brasschaat,"4,49419","51,29227"
754,Circuit des Essarts,"-72,7267275","46,96932"
755,St. Gaudens,"-72,3687458","43,5010949"
756,"Geneva, Switzerland","6,1431577","46,204390"
